%OpenBCI Raw EXG Data\n%Number of channels = 16\n%Sample Rate = 125.0 Hz\n%Board = LSL_Stream\nSample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
2093,-68.41999816894531,-71.0999984741211,-28.229999542236328,-18.479999542236328,-33.400001525878906,-66.7300033569336,-69.13999938964844,-42.25,-52.52000045776367,-20.1200008392334,-20.489999771118164,-34.90999984741211,-21.420000076293945,-11.600000381469727,-24.600000381469727,-34.2400016784668,0,0,0,0,0,0,0,0,0,0,0,0,0,24.610455,0,2025-05-31 12:10:23.864295,
2094,-42.119998931884766,-44.08000183105469,-15.960000038146973,-15.010000228881836,-14.739999771118164,-57.040000915527344,-60.77000045776367,-51.15999984741211,-12.9399995803833,0.03579999879002571,-8.65999984741211,-17.209999084472656,-20.6200008392334,-25.520000457763672,-7.459000110626221,-25.729999542236328,0,0,0,0,0,0,0,0,0,0,0,0,0,24.610455,0,2025-05-31 12:10:23.864295,
2095,-23.1200008392334,-37.15999984741211,4.761000156402588,-8.347000122070312,10.170000076293945,-48.34000015258789,-55.33000183105469,-44.290000915527344,36.11000061035156,-18.649999618530273,33.619998931884766,4.414999961853027,-8.8149995803833,-19.68000030517578,4.4710001945495605,-28.469999313354492,0,0,0,0,0,0,0,0,0,0,0,0,0,24.610455,0,2025-05-31 12:10:23.864295,
2096,-1.25,-25.459999084472656,29.079999923706055,16.799999237060547,38.20000076293945,-26.3799991607666,-35.619998931884766,-7.7769999504089355,53.369998931884766,-37.20000076293945,84.68000030517578,33.5099983215332,15.770000457763672,17.969999313354492,43.25,15.699999809265137,0,0,0,0,0,0,0,0,0,0,0,0,0,24.610455,0,2025-05-31 12:10:23.864295,
2097,11.770000457763672,-20.700000762939453,48.41999816894531,35.29999923706055,39.560001373291016,-2.427999973297119,-14.579999923706055,6.855000019073486,39.900001525878906,-59.06999969482422,79.38999938964844,24.079999923706055,-1.9759999513626099,14.390000343322754,72.87000274658203,53.47999954223633,0,0,0,0,0,0,0,0,0,0,0,0,0,24.657179,0,2025-05-31 12:10:23.911019,
2098,-1.6579999923706055,-39.779998779296875,35.43000030517578,27.1200008392334,9.708999633789062,2.8469998836517334,-12.069999694824219,-6.7729997634887695,45.97999954223633,-57.619998931884766,61.75,-4.547999858856201,-29.600000381469727,-8.46399974822998,57.880001068115234,35.720001220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,24.657179,0,2025-05-31 12:10:23.911019,
2099,-6.040999889373779,-43.68000030517578,10.930000305175781,17.34000015258789,20.18000030517578,-0.2750000059604645,-17.459999084472656,-11.569999694824219,71.36000061035156,10.449999809265137,68.02999877929688,-19.0,-33.83000183105469,-14.65999984741211,17.809999465942383,-3.7750000953674316,0,0,0,0,0,0,0,0,0,0,0,0,0,24.657179,0,2025-05-31 12:10:23.911019,
2100,-4.822000026702881,-32.0,0.8565999865531921,13.739999771118164,41.16999816894531,-11.069999694824219,-30.530000686645508,-14.420000076293945,37.7599983215332,56.810001373291016,20.360000610351562,-57.189998626708984,-57.290000915527344,-35.7599983215332,-31.559999465942383,-46.220001220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,24.657179,0,2025-05-31 12:10:23.911019,
2101,-47.060001373291016,-56.68000030517578,-17.139999389648438,-7.002999782562256,-10.680000305175781,-43.91999816894531,-63.939998626708984,-34.119998931884766,-42.810001373291016,-19.270000457763672,-68.81999969482422,-113.19999694824219,-96.88999938964844,-76.81999969482422,-83.08999633789062,-87.44000244140625,0,0,0,0,0,0,0,0,0,0,0,0,0,24.657179,0,2025-05-31 12:10:23.911019,
2102,-93.48999786376953,-98.80000305175781,-35.470001220703125,-28.610000610351562,-53.97999954223633,-67.0,-85.58999633789062,-50.369998931884766,-54.599998474121094,-112.0999984741211,-77.12999725341797,-112.5,-96.02999877929688,-79.86000061035156,-106.9000015258789,-105.5999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,24.70476,0,2025-05-31 12:10:23.958600,
2103,-70.79000091552734,-80.44999694824219,-14.09000015258789,-2.0339999198913574,-13.970000267028809,-37.779998779296875,-55.0,-31.360000610351562,-8.480999946594238,-72.33999633789062,-20.920000076293945,-57.16999816894531,-51.130001068115234,-21.65999984741211,-85.81999969482422,-95.80000305175781,0,0,0,0,0,0,0,0,0,0,0,0,0,24.70476,0,2025-05-31 12:10:23.958600,
2104,-19.639999389648438,-20.68000030517578,19.1299991607666,42.560001373291016,16.93000030517578,-0.4805000126361847,-19.15999984741211,8.866999626159668,-19.649999618530273,9.593000411987305,-12.279999732971191,-20.309999465942383,-9.050000190734863,16.860000610351562,-42.7400016784668,-55.04999923706055,0,0,0,0,0,0,0,0,0,0,0,0,0,24.70476,0,2025-05-31 12:10:23.958600,
2105,-7.559000015258789,-1.7059999704360962,15.479999542236328,38.779998779296875,-0.5034000277519226,-8.163999557495117,-28.850000381469727,17.5,-53.619998931884766,-2.802999973297119,-38.630001068115234,-18.93000030517578,3.4730000495910645,-5.823999881744385,-11.069999694824219,7.817999839782715,0,0,0,0,0,0,0,0,0,0,0,0,0,24.70476,0,2025-05-31 12:10:23.958600,
2106,-18.489999771118164,-15.329999923706055,-2.621000051498413,15.270000457763672,-4.257999897003174,-24.15999984741211,-44.47999954223633,-12.4399995803833,-30.06999969482422,-43.0,-38.810001373291016,-27.43000030517578,-9.704999923706055,-20.790000915527344,-8.873000144958496,36.209999084472656,0,0,0,0,0,0,0,0,0,0,0,0,0,24.70476,0,2025-05-31 12:10:23.958600,
2107,-32.79999923706055,-25.610000610351562,-11.550000190734863,11.789999961853027,-5.190999984741211,-25.5,-45.810001373291016,-28.09000015258789,-20.43000030517578,-44.650001525878906,-33.099998474121094,-40.5,-33.79999923706055,-13.970000267028809,-30.15999984741211,2.1059999465942383,0,0,0,0,0,0,0,0,0,0,0,0,0,24.748945,0,2025-05-31 12:10:24.002785,
2108,-45.47999954223633,-38.77000045776367,-21.639999389648438,3.0450000762939453,-26.969999313354492,-33.56999969482422,-52.54999923706055,-18.829999923706055,-46.36000061035156,-44.689998626708984,-29.020000457763672,-38.41999816894531,-36.970001220703125,-13.890000343322754,-43.5,-39.720001220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,24.748945,0,2025-05-31 12:10:24.002785,
2109,-29.889999389648438,-36.349998474121094,-21.559999465942383,-14.65999984741211,-20.770000457763672,-33.150001525878906,-50.560001373291016,-30.670000076293945,-24.15999984741211,-35.439998626708984,-6.15500020980835,-7.309000015258789,-9.062999725341797,4.302999973297119,-23.700000762939453,-35.66999816894531,0,0,0,0,0,0,0,0,0,0,0,0,0,24.748945,0,2025-05-31 12:10:24.002785,
2110,-4.973999977111816,-20.489999771118164,-10.90999984741211,-20.31999969482422,13.710000038146973,-24.8799991607666,-46.08000183105469,-49.939998626708984,7.261000156402588,-17.6299991607666,-4.270999908447266,1.284999966621399,-2.5999999046325684,11.0600004196167,4.116000175476074,-3.125999927520752,0,0,0,0,0,0,0,0,0,0,0,0,0,24.748945,0,2025-05-31 12:10:24.002785,
2111,-14.260000228881836,-33.900001525878906,-14.170000076293945,-8.904999732971191,8.482999801635742,-33.150001525878906,-56.040000915527344,-24.799999237060547,-19.25,-32.869998931884766,-31.920000076293945,-28.260000228881836,-36.529998779296875,-33.720001220703125,-3.1600000858306885,5.248000144958496,0,0,0,0,0,0,0,0,0,0,0,0,0,24.748945,0,2025-05-31 12:10:24.002785,
2112,-31.3799991607666,-51.90999984741211,-26.100000381469727,18.010000228881836,-31.860000610351562,-28.899999618530273,-47.88999938964844,15.680000305175781,-39.849998474121094,-35.15999984741211,-17.209999084472656,-20.719999313354492,-37.599998474121094,-42.790000915527344,-26.75,-11.8100004196167,0,0,0,0,0,0,0,0,0,0,0,0,0,24.795813,0,2025-05-31 12:10:24.049653,
2113,-12.5,-26.989999771118164,-22.860000610351562,41.630001068115234,-24.270000457763672,2.7739999294281006,-15.300000190734863,24.3700008392334,-6.322999954223633,9.411999702453613,35.720001220703125,29.049999237060547,14.630000114440918,18.09000015258789,-17.34000015258789,-5.199999809265137,0,0,0,0,0,0,0,0,0,0,0,0,0,24.795813,0,2025-05-31 12:10:24.049653,
2114,19.489999771118164,5.97599983215332,-1.812999963760376,40.529998779296875,29.440000534057617,16.719999313354492,-3.065999984741211,10.9399995803833,33.5099983215332,8.958999633789062,47.150001525878906,39.310001373291016,39.54999923706055,35.93000030517578,11.369999885559082,19.559999465942383,0,0,0,0,0,0,0,0,0,0,0,0,0,24.795813,0,2025-05-31 12:10:24.049653,
2115,16.799999237060547,2.9119999408721924,2.7929999828338623,18.809999465942383,23.40999984741211,-4.192999839782715,-24.270000457763672,-11.069999694824219,17.719999313354492,-43.18000030517578,9.1899995803833,9.895000457763672,21.65999984741211,3.118000030517578,16.719999313354492,18.459999084472656,0,0,0,0,0,0,0,0,0,0,0,0,0,24.795813,0,2025-05-31 12:10:24.049653,
2116,-16.959999084472656,-8.223999977111816,-34.189998626708984,-5.334000110626221,-51.47999954223633,-30.450000762939453,-47.75,-26.709999084472656,-49.52000045776367,-34.15999984741211,-39.959999084472656,-6.953999996185303,17.559999465942383,12.239999771118164,0.6635000109672546,3.5820000171661377,0,0,0,0,0,0,0,0,0,0,0,0,0,24.795813,0,2025-05-31 12:10:24.049653,
2117,-37.650001525878906,4.916999816894531,-63.56999969482422,-15.989999771118164,-85.66999816894531,-32.119998931884766,-43.83000183105469,-22.40999984741211,-79.25,20.6299991607666,-69.6500015258789,-10.850000381469727,19.780000686645508,27.1299991607666,-15.90999984741211,-5.486999988555908,0,0,0,0,0,0,0,0,0,0,0,0,0,24.843551,0,2025-05-31 12:10:24.097391,
2118,-24.020000457763672,18.700000762939453,-47.06999969482422,-7.421000003814697,-51.54999923706055,-6.548999786376953,-16.290000915527344,-10.640000343322754,-47.599998474121094,27.709999084472656,-48.09000015258789,-1.809999942779541,9.050999641418457,3.8970000743865967,-16.81999969482422,-10.859999656677246,0,0,0,0,0,0,0,0,0,0,0,0,0,24.843551,0,2025-05-31 12:10:24.097391,
2119,-1.1690000295639038,10.430000305175781,-31.739999771118164,9.288999557495117,-22.43000030517578,7.354000091552734,-5.1620001792907715,-4.244999885559082,-50.540000915527344,-15.25,-11.239999771118164,15.6899995803833,7.651000022888184,-0.9369999766349792,5.197000026702881,5.198999881744385,0,0,0,0,0,0,0,0,0,0,0,0,0,24.843551,0,2025-05-31 12:10:24.097391,
2120,-10.5600004196167,-5.49399995803833,-42.20000076293945,8.302000045776367,-38.369998931884766,-18.34000015258789,-33.83000183105469,-18.280000686645508,-91.19000244140625,-57.540000915527344,-20.469999313354492,3.2209999561309814,0.9165999889373779,1.340000033378601,20.40999984741211,20.31999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,24.843551,0,2025-05-31 12:10:24.097391,
2121,-46.06999969482422,-18.93000030517578,-53.34000015258789,-11.75,-66.05999755859375,-52.61000061035156,-68.23999786376953,-42.9900016784668,-83.7699966430664,-47.689998626708984,-39.68000030517578,-22.420000076293945,-15.869999885559082,-15.800000190734863,6.485000133514404,-8.451000213623047,0,0,0,0,0,0,0,0,0,0,0,0,0,24.843551,0,2025-05-31 12:10:24.097391,
2122,-58.470001220703125,-27.170000076293945,-59.650001525878906,-15.949999809265137,-62.900001525878906,-61.38999938964844,-72.83000183105469,-33.81999969482422,-56.25,-21.270000457763672,-31.329999923706055,-10.460000038146973,-1.2200000286102295,-2.868000030517578,-1.0540000200271606,-40.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,24.890305,0,2025-05-31 12:10:24.144145,
2123,-41.689998626708984,-16.389999389648438,-45.36000061035156,2.7300000190734863,-42.2400016784668,-43.75,-52.310001373291016,1.7599999904632568,-51.58000183105469,-27.600000381469727,-19.260000228881836,27.520000457763672,34.209999084472656,26.280000686645508,24.75,-31.15999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,24.890305,0,2025-05-31 12:10:24.144145,
2124,-13.029999732971191,16.979999542236328,-1.4570000171661377,23.40999984741211,-20.799999237060547,-7.9770002365112305,-17.850000381469727,27.31999969482422,-28.5,19.979999542236328,10.180000305175781,67.20999908447266,60.79999923706055,36.029998779296875,66.01000213623047,-1.6319999694824219,0,0,0,0,0,0,0,0,0,0,0,0,0,24.890305,0,2025-05-31 12:10:24.144145,
2125,28.889999389648438,47.439998626708984,19.260000228881836,35.38999938964844,5.7230000495910645,17.479999542236328,6.90500020980835,35.40999984741211,-5.758999824523926,70.80000305175781,45.63999938964844,95.01000213623047,82.04000091552734,51.15999984741211,102.9000015258789,42.41999816894531,0,0,0,0,0,0,0,0,0,0,0,0,0,24.890305,0,2025-05-31 12:10:24.144145,
2126,47.95000076293945,41.18000030517578,-6.921999931335449,23.56999969482422,2.7130000591278076,8.565999984741211,-2.1440000534057617,15.770000457763672,-25.149999618530273,-21.639999389648438,23.100000381469727,82.45999908447266,78.1500015258789,54.63999938964844,109.80000305175781,85.31999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,24.890305,0,2025-05-31 12:10:24.144145,
2127,26.0,14.920000076293945,-23.3799991607666,7.316999912261963,-17.280000686645508,2.5290000438690186,-8.347000122070312,-4.129000186920166,-43.310001373291016,-81.33999633789062,-12.600000381469727,55.220001220703125,56.91999816894531,34.77000045776367,73.83999633789062,83.61000061035156,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93366,0,2025-05-31 12:10:24.187500,
2128,20.25,19.959999084472656,3.1610000133514404,26.889999389648438,7.4670000076293945,26.610000610351562,15.069999694824219,11.529999732971191,-32.31999969482422,-1.1100000143051147,12.430000305175781,60.11000061035156,60.4900016784668,32.61000061035156,39.68000030517578,50.11000061035156,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93366,0,2025-05-31 12:10:24.187500,
2129,36.34000015258789,35.709999084472656,29.270000457763672,41.470001220703125,28.299999237060547,28.350000381469727,14.1899995803833,12.130000114440918,-15.539999961853027,13.239999771118164,25.8799991607666,61.349998474121094,64.20999908447266,38.04999923706055,38.029998779296875,22.84000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93366,0,2025-05-31 12:10:24.187500,
2130,24.360000610351562,18.709999084472656,7.040999889373779,11.920000076293945,3.433000087738037,-5.182000160217285,-19.139999389648438,-15.649999618530273,-8.395000457763672,8.053999900817871,-13.640000343322754,40.02000045776367,57.0,41.25,44.650001525878906,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93366,0,2025-05-31 12:10:24.187500,
2131,11.1899995803833,19.43000030517578,-23.75,1.590999960899353,0.8998000025749207,1.6970000267028809,-9.791000366210938,1.9119999408721924,-16.329999923706055,90.05999755859375,-8.208000183105469,54.11000061035156,84.97000122070312,70.61000061035156,61.86000061035156,44.349998474121094,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93366,0,2025-05-31 12:10:24.187500,
2132,35.83000183105469,63.209999084472656,-0.9064000248908997,30.530000686645508,9.210000038146973,47.310001373291016,34.7400016784668,40.400001525878906,-24.81999969482422,52.560001373291016,40.2599983215332,88.02999877929688,114.5,93.94999694824219,99.01000213623047,83.72000122070312,0,0,0,0,0,0,0,0,0,0,0,0,0,24.985172,0,2025-05-31 12:10:24.239012,
2133,50.02000045776367,76.94999694824219,24.239999771118164,30.889999389648438,-12.229999542236328,48.16999816894531,35.150001525878906,19.8799991607666,-18.020000457763672,-70.7300033569336,32.849998474121094,78.44999694824219,99.58000183105469,83.83000183105469,116.0,76.95999908447266,0,0,0,0,0,0,0,0,0,0,0,0,0,24.985172,0,2025-05-31 12:10:24.239012,
2134,33.83000183105469,60.400001525878906,11.760000228881836,15.930000305175781,4.8379998207092285,27.780000686645508,19.389999389648438,-10.220000267028809,-5.159999847412109,-24.239999771118164,17.84000015258789,69.79000091552734,96.26000213623047,84.2699966430664,107.0,52.810001373291016,0,0,0,0,0,0,0,0,0,0,0,0,0,24.985172,0,2025-05-31 12:10:24.239012,
2135,48.7400016784668,75.7699966430664,30.90999984741211,43.720001220703125,55.06999969482422,54.689998626708984,50.209999084472656,11.550000190734863,7.913000106811523,70.61000061035156,64.29000091552734,104.9000015258789,120.5999984741211,99.1500015258789,114.19999694824219,67.08999633789062,0,0,0,0,0,0,0,0,0,0,0,0,0,24.985172,0,2025-05-31 12:10:24.239012,
2136,89.33000183105469,95.25,64.6500015258789,70.51000213623047,52.689998626708984,81.66000366210938,76.37000274658203,28.229999542236328,20.770000457763672,43.36000061035156,89.76000213623047,124.5,121.9000015258789,92.81999969482422,132.3000030517578,91.66999816894531,0,0,0,0,0,0,0,0,0,0,0,0,0,24.985172,0,2025-05-31 12:10:24.239012,
2137,95.5199966430664,94.12000274658203,51.58000183105469,59.04999923706055,35.9900016784668,74.62000274658203,69.0999984741211,12.34000015258789,35.13999938964844,40.59000015258789,69.75,118.19999694824219,116.69999694824219,81.11000061035156,135.60000610351562,91.37000274658203,0,0,0,0,0,0,0,0,0,0,0,0,0,25.028869,0,2025-05-31 12:10:24.282709,
2138,92.95999908447266,108.5999984741211,49.290000915527344,54.86000061035156,61.150001525878906,84.93000030517578,80.01000213623047,11.260000228881836,48.72999954223633,91.0199966430664,75.81999969482422,130.39999389648438,129.0,87.80999755859375,133.89999389648438,88.19000244140625,0,0,0,0,0,0,0,0,0,0,0,0,0,25.028869,0,2025-05-31 12:10:24.282709,
2139,104.69999694824219,112.19999694824219,62.119998931884766,56.38999938964844,71.1500015258789,94.66999816894531,85.73999786376953,19.899999618530273,34.0,56.0099983215332,79.70999908447266,131.10000610351562,122.0999984741211,95.5,129.0,90.69000244140625,0,0,0,0,0,0,0,0,0,0,0,0,0,25.028869,0,2025-05-31 12:10:24.282709,
2140,81.62000274658203,74.41000366210938,32.779998779296875,32.59000015258789,40.060001373291016,58.04999923706055,46.869998931884766,9.842000007629395,-2.8570001125335693,-2.2880001068115234,45.56999969482422,95.2300033569336,94.27999877929688,86.5999984741211,106.9000015258789,71.73999786376953,0,0,0,0,0,0,0,0,0,0,0,0,0,25.028869,0,2025-05-31 12:10:24.282709,
2141,37.400001525878906,47.2599983215332,11.869999885559082,11.09000015258789,18.399999618530273,22.3700008392334,14.5,-3.864000082015991,-13.279999732971191,2.996000051498413,25.65999984741211,69.29000091552734,77.05999755859375,64.88999938964844,75.52999877929688,29.989999771118164,0,0,0,0,0,0,0,0,0,0,0,0,0,25.028869,0,2025-05-31 12:10:24.282709,
2142,30.8799991607666,47.36000061035156,22.3700008392334,10.260000228881836,21.5,24.18000030517578,17.34000015258789,-7.872000217437744,-7.650000095367432,6.684999942779541,28.989999771118164,73.86000061035156,72.31999969482422,49.470001220703125,54.02000045776367,2.5339999198913574,0,0,0,0,0,0,0,0,0,0,0,0,0,25.078869,0,2025-05-31 12:10:24.332709,
2143,51.599998474121094,48.29999923706055,20.3799991607666,21.270000457763672,29.639999389648438,42.13999938964844,34.88999938964844,1.4179999828338623,-11.34000015258789,14.050000190734863,33.40999984741211,91.16999816894531,80.88999938964844,58.93000030517578,58.5,14.149999618530273,0,0,0,0,0,0,0,0,0,0,0,0,0,25.078869,0,2025-05-31 12:10:24.332709,
2144,68.51000213623047,61.63999938964844,27.309999465942383,40.2599983215332,38.150001525878906,65.19000244140625,57.189998626708984,15.670000076293945,7.271999835968018,48.65999984741211,48.97999954223633,108.30000305175781,94.33000183105469,70.62999725341797,92.22000122070312,46.630001068115234,0,0,0,0,0,0,0,0,0,0,0,0,0,25.078869,0,2025-05-31 12:10:24.332709,
2145,74.79000091552734,73.01000213623047,38.04999923706055,38.279998779296875,39.16999816894531,70.69000244140625,58.709999084472656,7.584000110626221,25.350000381469727,43.209999084472656,59.9900016784668,104.0,80.63999938964844,52.43000030517578,121.0,58.95000076293945,0,0,0,0,0,0,0,0,0,0,0,0,0,25.078869,0,2025-05-31 12:10:24.332709,
2146,62.72999954223633,49.70000076293945,13.869999885559082,5.9039998054504395,24.309999465942383,46.08000183105469,33.06999969482422,-12.119999885559082,-10.380000114440918,12.430000305175781,44.040000915527344,73.0999984741211,52.61000061035156,33.81999969482422,102.80000305175781,35.70000076293945,0,0,0,0,0,0,0,0,0,0,0,0,0,25.078869,0,2025-05-31 12:10:24.332709,
2147,34.63999938964844,24.6299991607666,-3.8970000743865967,-11.329999923706055,13.720000267028809,28.479999542236328,18.540000915527344,-14.260000228881836,-41.31999969482422,14.1899995803833,12.600000381469727,41.779998779296875,42.54999923706055,40.119998931884766,52.41999816894531,3.861999988555908,0,0,0,0,0,0,0,0,0,0,0,0,0,25.125497,0,2025-05-31 12:10:24.379337,
2148,13.670000076293945,21.219999313354492,2.865999937057495,-0.3727000057697296,14.930000305175781,29.639999389648438,21.829999923706055,-9.253000259399414,-26.59000015258789,22.3799991607666,-4.685999870300293,31.079999923706055,34.59000015258789,40.7599983215332,22.610000610351562,-11.520000457763672,0,0,0,0,0,0,0,0,0,0,0,0,0,25.125497,0,2025-05-31 12:10:24.379337,
2149,20.56999969482422,14.920000076293945,0.6230999827384949,9.937000274658203,10.420000076293945,36.400001525878906,29.75,-1.0019999742507935,-24.209999084472656,5.85699987411499,16.09000015258789,42.29999923706055,26.520000457763672,36.63999938964844,31.280000686645508,-8.480999946594238,0,0,0,0,0,0,0,0,0,0,0,0,0,25.125497,0,2025-05-31 12:10:24.379337,
2150,38.20000076293945,13.140000343322754,9.682000160217285,17.329999923706055,15.899999618530273,52.36000061035156,45.29999923706055,13.970000267028809,-23.389999389648438,-24.350000381469727,31.43000030517578,47.939998626708984,30.149999618530273,37.369998931884766,46.790000915527344,5.429999828338623,0,0,0,0,0,0,0,0,0,0,0,0,0,25.125497,0,2025-05-31 12:10:24.379337,
2151,27.989999771118164,17.59000015258789,25.639999389648438,19.329999923706055,27.959999084472656,52.11000061035156,44.869998931884766,8.954000473022461,1.6330000162124634,-5.660999774932861,1.0770000219345093,26.969999313354492,17.190000534057617,12.279999732971191,34.939998626708984,5.480000019073486,0,0,0,0,0,0,0,0,0,0,0,0,0,25.125497,0,2025-05-31 12:10:24.379337,
2152,4.5929999351501465,4.053999900817871,5.498000144958496,5.414999961853027,3.3340001106262207,27.5,22.010000228881836,-9.975000381469727,-0.38269999623298645,67.31999969482422,-4.144000053405762,20.690000534057617,-1.847000002861023,-10.65999984741211,9.954000473022461,-14.770000457763672,0,0,0,0,0,0,0,0,0,0,0,0,0,25.171698,0,2025-05-31 12:10:24.425538,
2153,10.539999961853027,-2.4240000247955322,-17.149999618530273,-0.6470000147819519,-19.149999618530273,20.239999771118164,15.510000228881836,-14.039999961853027,-11.989999771118164,52.06999969482422,32.95000076293945,42.619998931884766,3.4749999046325684,6.51800012588501,8.086999893188477,-23.68000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,25.171698,0,2025-05-31 12:10:24.425538,
2154,22.040000915527344,4.150000095367432,-13.300000190734863,6.318999767303467,10.09000015258789,19.690000534057617,16.3700008392334,-22.049999237060547,2.4040000438690186,-46.5099983215332,27.040000915527344,33.970001220703125,-5.965000152587891,12.75,15.789999961853027,-26.09000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,25.171698,0,2025-05-31 12:10:24.425538,
2155,8.60099983215332,-14.829999923706055,-6.623000144958496,5.263000011444092,37.310001373291016,6.931000232696533,6.86299991607666,-29.079999923706055,3.2139999866485596,-46.040000915527344,6.059999942779541,10.670000076293945,-25.690000534057617,-0.8575999736785889,8.732999801635742,-41.130001068115234,0,0,0,0,0,0,0,0,0,0,0,0,0,25.171698,0,2025-05-31 12:10:24.425538,
2156,7.488999843597412,-26.459999084472656,9.199999809265137,9.885000228881836,37.400001525878906,16.739999771118164,17.200000762939453,-5.611000061035156,0.7652999758720398,13.029999732971191,28.149999618530273,25.899999618530273,-7.574999809265137,5.216000080108643,10.390000343322754,-35.470001220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,25.171698,0,2025-05-31 12:10:24.425538,
2157,18.170000076293945,-8.102999687194824,9.456000328063965,10.970000267028809,30.700000762939453,24.65999984741211,22.979999542236328,6.6539998054504395,11.850000381469727,12.260000228881836,26.93000030517578,29.059999465942383,2.0,1.746000051498413,23.90999984741211,-9.208000183105469,0,0,0,0,0,0,0,0,0,0,0,0,0,25.218068,0,2025-05-31 12:10:24.471908,
2158,-0.05570000037550926,-12.760000228881836,-27.43000030517578,-12.1899995803833,12.039999961853027,-1.2610000371932983,-1.6660000085830688,-10.949999809265137,7.418000221252441,11.829999923706055,-1.531000018119812,5.015999794006348,-16.200000762939453,-10.140000343322754,21.8799991607666,-5.545000076293945,0,0,0,0,0,0,0,0,0,0,0,0,0,25.218068,0,2025-05-31 12:10:24.471908,
2159,-6.767000198364258,-21.889999389648438,-27.850000381469727,-14.710000038146973,14.640000343322754,-4.78000020980835,-1.149999976158142,-10.6899995803833,8.722000122070312,7.98799991607666,14.489999771118164,15.65999984741211,-3.5429999828338623,10.720000267028809,16.229999542236328,-12.529999732971191,0,0,0,0,0,0,0,0,0,0,0,0,0,25.218068,0,2025-05-31 12:10:24.471908,
2160,18.6299991607666,-0.8702999949455261,11.220000267028809,6.502999782562256,43.279998779296875,15.130000114440918,17.459999084472656,-6.179999828338623,15.729999542236328,-16.309999465942383,33.66999816894531,26.270000457763672,13.0,27.260000228881836,19.09000015258789,-10.390000343322754,0,0,0,0,0,0,0,0,0,0,0,0,0,25.218068,0,2025-05-31 12:10:24.471908,
2161,11.5,0.8064000010490417,20.1200008392334,5.122000217437744,41.68000030517578,8.0,7.372000217437744,-16.020000457763672,5.306000232696533,14.699999809265137,12.270000457763672,2.1630001068115234,2.569999933242798,21.079999923706055,13.649999618530273,-8.911999702453613,0,0,0,0,0,0,0,0,0,0,0,0,0,25.218068,0,2025-05-31 12:10:24.471908,
2162,-10.649999618530273,-11.119999885559082,20.75,7.620999813079834,29.479999542236328,6.0370001792907715,8.343999862670898,-2.9630000591278076,10.420000076293945,26.829999923706055,8.878000259399414,6.073999881744385,11.829999923706055,29.790000915527344,6.835999965667725,1.4320000410079956,0,0,0,0,0,0,0,0,0,0,0,0,0,25.263877,0,2025-05-31 12:10:24.517717,
2163,5.552999973297119,4.701000213623047,21.969999313354492,22.75,35.9900016784668,23.719999313354492,26.770000457763672,13.670000076293945,13.729999542236328,-17.110000610351562,34.40999984741211,29.700000762939453,23.719999313354492,33.18000030517578,15.539999961853027,14.3100004196167,0,0,0,0,0,0,0,0,0,0,0,0,0,25.263877,0,2025-05-31 12:10:24.517717,
2164,11.899999618530273,11.130000114440918,0.9399999976158142,7.7210001945495605,28.15999984741211,16.90999984741211,15.770000457763672,2.5480000972747803,-6.947999954223633,11.4399995803833,39.290000915527344,23.030000686645508,4.531000137329102,12.289999961853027,33.41999816894531,8.979999542236328,0,0,0,0,0,0,0,0,0,0,0,0,0,25.263877,0,2025-05-31 12:10:24.517717,
2165,-9.805999755859375,-6.171999931335449,-3.3299999237060547,-13.609999656677246,14.09000015258789,0.6952000260353088,-1.8389999866485596,-3.997999906539917,0.734000027179718,57.97999954223633,21.979999542236328,11.5,-10.699999809265137,-2.0880000591278076,39.16999816894531,-4.6579999923706055,0,0,0,0,0,0,0,0,0,0,0,0,0,25.263877,0,2025-05-31 12:10:24.517717,
