%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
14,-7.855000019073486,-26.290000915527344,-65.11000061035156,-42.83000183105469,-44.59000015258789,-42.150001525878906,-51.16999816894531,-60.18000030517578,-49.2599983215332,34.95000076293945,36.75,18.329999923706055,14.609999656677246,2.4690001010894775,55.27000045776367,76.1500015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4748,0,2025-05-31 12:16:33.797719,
15,1.7480000257492065,-10.699999809265137,-59.560001373291016,-43.81999969482422,-39.08000183105469,-27.190000534057617,-35.29999923706055,-51.099998474121094,-27.309999465942383,29.65999984741211,50.5099983215332,34.529998779296875,38.45000076293945,34.06999969482422,52.13999938964844,75.16000366210938,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4748,0,2025-05-31 12:16:33.797719,
16,9.543999671936035,4.73799991607666,-51.369998931884766,-33.66999816894531,-33.400001525878906,-18.25,-26.020000457763672,-34.099998474121094,-34.40999984741211,30.0,22.459999084472656,12.65999984741211,22.020000457763672,25.049999237060547,41.93000030517578,84.33000183105469,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4748,0,2025-05-31 12:16:33.797719,
17,-7.997000217437744,-1.6009999513626099,-55.13999938964844,-28.719999313354492,-39.209999084472656,-23.469999313354492,-32.400001525878906,-35.560001373291016,-80.83000183105469,19.3700008392334,-0.2583000063896179,-6.660999774932861,5.315000057220459,4.050000190734863,27.049999237060547,68.48999786376953,0,0,0,0,0,0,0,0,0,0,0,0,0,5.522083,0,2025-05-31 12:16:33.845002,
18,-26.8700008392334,-10.359999656677246,-62.95000076293945,-44.06999969482422,-40.43000030517578,-29.200000762939453,-38.20000076293945,-42.97999954223633,-58.20000076293945,11.989999771118164,16.239999771118164,0.8607000112533569,13.470000267028809,12.699999809265137,27.600000381469727,43.72999954223633,0,0,0,0,0,0,0,0,0,0,0,0,0,5.522083,0,2025-05-31 12:16:33.845002,
19,-22.739999771118164,-11.899999618530273,-64.66999816894531,-55.72999954223633,-33.369998931884766,-27.700000762939453,-35.88999938964844,-26.950000762939453,-1.343999981880188,44.04999923706055,41.959999084472656,23.559999465942383,36.45000076293945,33.66999816894531,48.79999923706055,48.349998474121094,0,0,0,0,0,0,0,0,0,0,0,0,0,5.522083,0,2025-05-31 12:16:33.845002,
20,10.760000228881836,8.87399959564209,-62.33000183105469,-39.95000076293945,-23.1299991607666,-13.130000114440918,-21.860000610351562,4.127999782562256,1.9800000190734863,79.62000274658203,60.869998931884766,50.09000015258789,62.15999984741211,44.84000015258789,80.29000091552734,83.31999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,5.522083,0,2025-05-31 12:16:33.845002,
21,34.93000030517578,35.84000015258789,-68.0999984741211,-29.829999923706055,-10.5600004196167,-4.599999904632568,-15.579999923706055,11.180000305175781,-7.749000072479248,88.41999816894531,60.29999923706055,44.02000045776367,54.43000030517578,33.86000061035156,92.79000091552734,101.30000305175781,0,0,0,0,0,0,0,0,0,0,0,0,0,5.522083,0,2025-05-31 12:16:33.845002,
22,12.210000038146973,30.899999618530273,-80.70999908447266,-41.38999938964844,-20.09000015258789,-18.6299991607666,-30.670000076293945,-6.374000072479248,-24.1299991607666,86.66000366210938,40.560001373291016,9.456999778747559,25.200000762939453,17.31999969482422,71.91000366210938,84.16000366210938,0,0,0,0,0,0,0,0,0,0,0,0,0,5.568829,0,2025-05-31 12:16:33.891748,
23,-22.479999542236328,6.570000171661377,-110.4000015258789,-70.33000183105469,-76.0199966430664,-44.290000915527344,-53.619998931884766,-29.81999969482422,-70.5,56.20000076293945,33.290000915527344,2.312000036239624,24.75,21.389999389648438,44.119998931884766,65.19000244140625,0,0,0,0,0,0,0,0,0,0,0,0,0,5.568829,0,2025-05-31 12:16:33.891748,
24,-26.190000534057617,-3.3469998836517334,-141.8000030517578,-108.5,-106.9000015258789,-60.84000015258789,-69.72000122070312,-52.59000015258789,-64.47000122070312,15.010000228881836,43.189998626708984,19.190000534057617,36.25,30.219999313354492,36.06999969482422,61.45000076293945,0,0,0,0,0,0,0,0,0,0,0,0,0,5.568829,0,2025-05-31 12:16:33.891748,
